"","text","emotion","polarity"
"542","our deepest condolences to all passengers pilots and cabin crew of sriwijayaairsj 

sj sriwijayaair…","neutral","negative"
"543","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"544","hard opening for indonesia this year 

 covid still uncontrolled
 sj accident
 vaccinationcovid gimm…","neutral","negative"
"545","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"546","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"547","sriwijaya sjjakarta
jan
lost height and impacted java sea

jan the knkt reported that t…","neutral","negative"
"548","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"549","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"550","the most heartbreaking picture from sj <U+0001F494>

sriwijayaair boeing indonesia planecrash avgeek aviation ripsj p…","sadness","neutral"
"551","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"552","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"553","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"554","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"555","sending my prayers and deepest condolences to everyone that lost their loved ones 

may their soul rest in peace
sj…","neutral","negative"
"556","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"557","night on duty sj","neutral","positive"
"558","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"559","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…","neutral","negative"
"560","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"561","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"562","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"563","thats why have a safe flight have a safe ride take care of yourself have a good night or i love you means so muc…","joy","positive"
"564","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"565","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"566","in other news indonesia’s transportation ministry had lost contact with sriwijaya air flightsending our thoughts a…","neutral","negative"
"567","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"568","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"569","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"570","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"571","yall guys stop making a joke about sj sjy please its not fucking funny bruh be respect the few who lost thei…","joy","positive"
"572","im very sadness for indonesia badx situations also my hometown known as well last saturday ago that indonesian…","sadness","negative"
"573","twplane crash

lets have a moment to send our prayers to all the crews and passengers for the lost of sriwijaya air…","neutral","neutral"
"574","what appears to be parts of cvr case sit behind thepingers
these do not appear to be part of the memory unit
the ping…","neutral","positive"
"575","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"576","thats why have a safe flight have a safe ride take care of yourself have a good night or i love you means so muc…","joy","positive"
"577","my prayer to kalsel sj n majene <U+0001F64F><U+0001F64F><U+0001F64F>","neutral","positive"
"578","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"579","just heard the news about the tragedy of sriwijaya flight sj and i would like to send my deepest condolences and prayer…","joy","negative"
"580","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"581","in lights of what happened to sriwijaya air sj today i offer my deepest condolences to the families who lost their love…","neutral","negative"
"582","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"583","sriwijaya sjjakarta
jan
lost height and impacted java sea

jan indonesian divers have f…","neutral","neutral"
"584","very interesting case
sj aviation aircraft avgeek","neutral","positive"
"585","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"586","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"587","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"588","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"589","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"590","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"591","an indonesian military cn aircraft is seen during the search and rescue operation for the sriwijaya air flight…","neutral","neutral"
"592","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"593","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"594","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"595","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"596","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"597","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"598","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"599","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"600","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"601","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"602","be safe everyone
pray for indonesia 

i hope ina stan twits refrain themselves for trending kpop ht…","neutral","positive"
"603","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"604","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"605","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"606","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"607","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"608","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"609","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"610","indonesia expands effort to recover crashed plane victims

aviation aircraft airline sj…","neutral","positive"
"611","indonesia expands effort to recover crashed plane victims

aviation aircraft airline…","neutral","positive"
"612","twplane crash 

as we all know recently on the th of jan sriwijaya air with flight number sj lost contact four…","neutral","negative"
"613","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"614","in other news indonesia’s transportation ministry had lost contact with sriwijaya air flightsending our thoughts a…","neutral","negative"
"615","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…","joy","neutral"
"616","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"617","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"618","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"619","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"620","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"621","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"622","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"623","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"624","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"625","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"626","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"627","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"628","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"629","twplane crash 

sending my deepest condolences to those effected by the tragedy of sriwijaya air sj praying that the…","neutral","negative"
"630","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"631","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"632","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"633","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"634","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"635","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"636","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"637","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"638","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"639","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"640","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"641","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"642","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"643","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"644","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"645","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"646","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"647","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"648","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"649","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"650","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"651","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"652","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"653","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"654","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"655","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"656","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"657","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"658","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"659","flight sj world offers condolences to heartbreaking indonesian airplane tragedyusindodailynews","sadness","negative"
"660","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"661","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…","neutral","positive"
"662","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing le…","neutral","positive"
"663","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"664","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"665","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"666","this week we dedicate our dhikr amp prayers to crew amp passengers of sj jobirth tadlipa philippino student who d…","neutral","positive"
"667","important analysis on sj from one of indonesias top data journalistbased on available flight d…","surprise","neutral"
"668","sending prayers to all crews and passengers of sj <U+0001F64F><U+0001F64F>","neutral","positive"
"669","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"670","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"671","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…","neutral","positive"
"672","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"673","jannorth jakarta indonesia credit imagerisa krisadhisopa images via zuma wireimage available…","neutral","positive"
"674","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condition…","joy","negative"
"675","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"676","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission …","neutral","neutral"
"677","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"678","heaven will be the perfection weve always longed for all the things that made earth unlovely and tragic will be absent in h…","neutral","positive"
"679","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"680","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"681","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"682","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condition…","joy","negative"
"683","i just did a back of the envelope calculation

airplane crash speedkmh
free fall average speed…","neutral","positive"
"684","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"685","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condi…","joy","negative"
"686","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…","joy","neutral"
"687","prayers for indonesia flight that went missing earlier today carryingpassengerssj <U+2639><U+FE0F>","neutral","negative"
"688","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"689","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"690","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"691","spicejet plans to resume boeingmax operations by march

aviation airline aircraft mcas…","neutral","positive"
"692","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission","neutral","neutral"
"693","spicejet plans to resume boeingmax operations by march

aviation airline aircraft…","neutral","positive"
"694","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission…","neutral","neutral"
"695","ktransferfinallist 
b blackout <U+0E21><U+0E31><U+0E19><U+0E14><U+0E35><U+0E40><U+0E25><U+0E22> gotforever racism <U+0627><U+0644><U+0627><U+062C><U+0648><U+0627><U+0621><U+0628><U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0647><U+0627><U+0644><U+0627><U+0646>…","neutral","negative"
"696","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"697","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…","joy","neutral"
"698","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"699","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…","joy","neutral"
"700","twplane crash

god this is so heartbreaking its altitude went fromft toft in less than a minute before i…","sadness","negative"
"701","breaking indonesian national transportation safety committee has confirmed that the data from the black box of flight sj…","neutral","negative"
"702","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"703","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"704","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"705","you can use keyword sj in twt but almost all of them in bahasa the plane fall really rea…","neutral","negative"
"706","my deepest condolences to the families that have been involved in the recent sriwijaya air flight sending prayers to a…","neutral","negative"
"707","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"708","another angles sj sjy prayforsriwijayaair prayforsj","neutral","positive"
"709","partsj","neutral","positive"
"710","safe flight to jannah <U+2728>

 sj prayforsj prayforsriwijayaair pulaulaki captafwan","neutral","negative"
"711","rest in peace diego

jakartapontianak 
sj","neutral","positive"
"712","indonesia downloads data from flight recorder of downed sriwijayaair jetsj","neutral","negative"
"713","this is one of the victim for the plane crash that recently happened as you can see from his instagram there is remembering…","neutral","negative"
"714","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help…","joy","negative"
"715","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"716","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"717","sriwijaya air sj crash fact sheet

check out airnav radarboxs infographic below and view actual flight data via this l…","neutral","negative"
"718","we are deeply saddened by the loss of sriwijaya air flights sj <U+0001F64F><U+0001F3FB>
we extend our heartfelt sympathies to the families frie…","neutral","negative"
"719","sending our deepest condolences to the families and loved ones of the passengers pilots and crews of sriwijaya air sj…","neutral","negative"
"720","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"721","merinding<U+0001F625>

turut berbelasungkawa
sending my deepest condolences to all of the crews and passengers of sj as well…","neutral","negative"
"722","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"723","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"724","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"725","<U+0001F1EE><U+0001F1E9> flight sj <U+0001F1EE><U+0001F1E9>

black box data downloaded

<U+0001F4E2> rt sriwijayaair","neutral","negative"
"726","dearwe just getting started god damnit now what we got sriwijaya sj has fallen eruptions of merapi…","sadness","positive"
"727","please dont use the tags gempamajene sj prayforkalsel for clout its a tragic accident in indonesia and honestly it…","joy","neutral"
"728","twplane crash



its been a week since they start searching for sj todays the day to determinate wheth…","neutral","positive"
"729","where do we go now 
we are going back to our home
 
 
 
sriwijayaair prayforsriwijayaair indonesia sj","neutral","positive"
"730","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"731","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"732","from the indonesian plane crash the final picture uploaded by a mother amp herchildren <U+0001F494> sj …","neutral","positive"
"733","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"734","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"735","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"736","sriwijaya air which is in the spotlight this week operates some of the worlds oldest aircrafts indonesia…","neutral","negative"
"737","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"738","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"739","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"740","please dont use the tags gempamajene sj prayforkalsel for clout its a tragic accident in indonesia and hon…","joy","neutral"
"741","sj airplane crash
 south borneo flood
 west sulawesi earthquake","neutral","positive"
"742","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"743","knkt chairman soerjanto tjahjo says after the flight data recorder was found and submitted to the ntsc the data in the fd…","neutral","negative"
"744","breaking indonesian national transportation safety committee has confirmed that the data from the black box of flight sj…","neutral","negative"
"745","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"746","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"747","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"748","sea bed search divers comb the ocean floor in the java sea for the remains of sriwijaya air flight sj an indonesian jetliner…","anger","negative"
"749","knkt chairman soerjanto tjahjo says after the flight data recorder was found and submitted to the ntsc the data i…","neutral","negative"
"750","breaking indonesian national transportation safety committee has confirmed that the data from the black box of fl…","neutral","negative"
"751","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"752","sm just put a song on it<U+0001F92D><U+0001F92D>

sj","neutral","positive"
"753","praying for sj that took off from jakarta indonesia earlier 

may the almighty grant safety to one and all a…","neutral","positive"
"754","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"755","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"756","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…","neutral","positive"
"757","lets pray together for the passengers and crew of siwijaya air i hope everyone is safe al fatihah

sriwijayaair sj…","joy","positive"
"758","indonesian navy divers are recovering debris and human bodies from crashed sriwijayaairboeingsj …","neutral","positive"
"759","rest in peace<U+0001F622><U+0001F64F> 
sriwijayaair sj","neutral","positive"
"760","my thoughts and prayers go out to all passengers and crew on board sj sriwijayaair and to all families and friends <U+0001F64F><U+0001F3FB>

may…","neutral","positive"
"761","sending deepest condolences with sympathy for the lost of sj sriwijaya air jakartapontianak 

lets sending prayers to…","joy","negative"
"762","breaking indonesian authorities confirm sriwijayaair flight sja boeingis missing after losing contact…","neutral","negative"
"763","update on sjmore heartbreaking pictures coming in from the rescue operation of sriwijayaair flight
<U+0001F4F8>credits…","sadness","negative"
"764","bodies and parts being found from the sriwijaya air flight sj that departed from jakarta indonesia 

sj sriwijayaair…","neutral","negative"
"765","while im hoping for the best but i have to be realistic
this does not look good at all pkclc sj sriwijayaair …","joy","positive"
"766","this is a literal free fall fromft toft in a few second only i can’t imagine <U+0001F62D><U+0001F62D>
sending my deepest condolences…","neutral","neutral"
"767","there is a possibility of disorientation or human factors but i also cant say for sure when the disorientation s…","neutral","positive"
"768","indonesian ministry of home affairs says families of victims of flight sj do not need to obtain a death certificate","neutral","negative"
"769","rest in peace<U+0001F622><U+0001F64F> sriwijayaair sj","neutral","positive"
"770","message me when you reach
have a safe flight
take care be safe 
goodnight
i love you
we never know it mayb…","joy","positive"
"771","only an explosive decompressionmidair collisionpilot suicide can only bring down sj in justseconds beca…","neutral","negative"
"772","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"773","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"774","when the plane crashed it was believed to be directed to abasa but prior to reaching the lane it turned back wes…","neutral","positive"
"775","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…","neutral","neutral"
"776","the earlier track in the morning is the blue one it went from winar then arjuna and straight to the north east t…","sadness","positive"
"777","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"778","divers retrieve crashed sriwijaya airs flight data recorder but the hunt for the cockpit voice recorder continues…","neutral","negative"
"779","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"780","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented…","neutral","positive"
"781","dang so much going on la<U+0001F614><U+0001F614> gempamajene banjirkalsel sj","neutral","positive"
"782","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj","neutral","positive"
"783","twplane crash 

i hope we can all have a moment to pray for all the passengers and crews of sj sriwijaya air jakart…","neutral","positive"
"784","indonesian navy divers locate wreckage of sriwijaya air flight sj in the waters off jakarta coast …","neutral","negative"
"785","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"786","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"787","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"788","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…","neutral","negative"
"789","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"790","sriwijaya air flight sj which crashed into the sea off the coast of jakarta passed an airworthiness inspection l…","neutral","negative"
"791","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene","neutral","positive"
"792","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…","joy","neutral"
"793","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"794","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"795","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"796","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
"797","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost","sadness","negative"
