"","x"
"615","in other news indonesia’s transportation ministry had lost contact with sriwijaya air flightsending our thoughts a…"
"616","twplane crash

this is a literal free fall fromft toft oomfs and non oomfs please stop tweeting about kp…"
"617","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"618","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"619","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"620","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"621","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"622","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"623","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"624","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"625","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"626","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"627","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"628","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"629","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"630","twplane crash 

sending my deepest condolences to those effected by the tragedy of sriwijaya air sj praying that the…"
"631","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"632","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"633","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"634","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"635","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"636","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"637","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"638","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"639","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"640","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"641","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"642","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"643","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"644","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"645","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"646","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"647","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"648","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"649","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"650","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"651","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"652","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"653","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"654","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"655","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"656","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"657","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"658","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"659","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"660","flight sj world offers condolences to heartbreaking indonesian airplane tragedyusindodailynews"
"661","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"662","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing lets hope it…"
"663","breaking sriwijaya sj cockpit voice recorder components found but memory storage module is still missing le…"
"664","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"665","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"666","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"667","this week we dedicate our dhikr amp prayers to crew amp passengers of sj jobirth tadlipa philippino student who d…"
"668","important analysis on sj from one of indonesias top data journalistbased on available flight d…"
"669","sending prayers to all crews and passengers of sj <U+0001F64F><U+0001F64F>"
"670","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"671","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"672","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"673","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"674","jannorth jakarta indonesia credit imagerisa krisadhisopa images via zuma wireimage available…"
"675","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condition…"
"676","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"677","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission …"
"678","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"679","heaven will be the perfection weve always longed for all the things that made earth unlovely and tragic will be absent in h…"
"680","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"681","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"682","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"683","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condition…"
"684","i just did a back of the envelope calculation

airplane crash speedkmh
free fall average speed…"
"685","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"686","national transportation safety committee knkt
sj
data recorder read out
 parameters all are in good condi…"
"687","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…"
"688","prayers for indonesia flight that went missing earlier today carryingpassengerssj <U+2639><U+FE0F>"
"689","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"690","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"691","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"692","spicejet plans to resume boeingmax operations by march

aviation airline aircraft mcas…"
"693","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission"
"694","spicejet plans to resume boeingmax operations by march

aviation airline aircraft…"
"695","we have to find allpeople says rescue commander involved in sriwijaya air recovery mission…"
"696","ktransferfinallist 
b blackout <U+0E21><U+0E31><U+0E19><U+0E14><U+0E35><U+0E40><U+0E25><U+0E22> gotforever racism <U+0627><U+0644><U+0627><U+062C><U+0648><U+0627><U+0621><U+0628><U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0647><U+0627><U+0644><U+0627><U+0646>…"
"697","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"698","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…"
"699","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"700","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help sj sar mi…"
"701","twplane crash

god this is so heartbreaking its altitude went fromft toft in less than a minute before i…"
"702","breaking indonesian national transportation safety committee has confirmed that the data from the black box of flight sj…"
"703","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"704","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"705","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"706","you can use keyword sj in twt but almost all of them in bahasa the plane fall really rea…"
"707","my deepest condolences to the families that have been involved in the recent sriwijaya air flight sending prayers to a…"
"708","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"709","another angles sj sjy prayforsriwijayaair prayforsj"
"710","partsj"
"711","safe flight to jannah <U+2728>

 sj prayforsj prayforsriwijayaair pulaulaki captafwan"
"712","rest in peace diego

jakartapontianak 
sj"
"713","indonesia downloads data from flight recorder of downed sriwijayaair jetsj"
"714","this is one of the victim for the plane crash that recently happened as you can see from his instagram there is remembering…"
"715","cnmpa from indonesian navy tnial th squadron flying low near kri semarangto help…"
"716","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"717","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"718","sriwijaya air sj crash fact sheet

check out airnav radarboxs infographic below and view actual flight data via this l…"
"719","we are deeply saddened by the loss of sriwijaya air flights sj <U+0001F64F><U+0001F3FB>
we extend our heartfelt sympathies to the families frie…"
"720","sending our deepest condolences to the families and loved ones of the passengers pilots and crews of sriwijaya air sj…"
"721","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"722","merinding<U+0001F625>

turut berbelasungkawa
sending my deepest condolences to all of the crews and passengers of sj as well…"
"723","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"724","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"725","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"726","<U+0001F1EE><U+0001F1E9> flight sj <U+0001F1EE><U+0001F1E9>

black box data downloaded

<U+0001F4E2> rt sriwijayaair"
"727","dearwe just getting started god damnit now what we got sriwijaya sj has fallen eruptions of merapi…"
"728","please dont use the tags gempamajene sj prayforkalsel for clout its a tragic accident in indonesia and honestly it…"
"729","twplane crash



its been a week since they start searching for sj todays the day to determinate wheth…"
"730","where do we go now 
we are going back to our home
 
 
 
sriwijayaair prayforsriwijayaair indonesia sj"
"731","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"732","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"733","from the indonesian plane crash the final picture uploaded by a mother amp herchildren <U+0001F494> sj …"
"734","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"735","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"736","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"737","sriwijaya air which is in the spotlight this week operates some of the worlds oldest aircrafts indonesia…"
"738","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"739","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"740","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"741","please dont use the tags gempamajene sj prayforkalsel for clout its a tragic accident in indonesia and hon…"
"742","sj airplane crash
 south borneo flood
 west sulawesi earthquake"
"743","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"744","knkt chairman soerjanto tjahjo says after the flight data recorder was found and submitted to the ntsc the data in the fd…"
"745","breaking indonesian national transportation safety committee has confirmed that the data from the black box of flight sj…"
"746","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"747","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"748","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"749","sea bed search divers comb the ocean floor in the java sea for the remains of sriwijaya air flight sj an indonesian jetliner…"
"750","knkt chairman soerjanto tjahjo says after the flight data recorder was found and submitted to the ntsc the data i…"
"751","breaking indonesian national transportation safety committee has confirmed that the data from the black box of fl…"
"752","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"753","sm just put a song on it<U+0001F92D><U+0001F92D>

sj"
"754","praying for sj that took off from jakarta indonesia earlier 

may the almighty grant safety to one and all a…"
"755","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"756","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"757","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"758","lets pray together for the passengers and crew of siwijaya air i hope everyone is safe al fatihah

sriwijayaair sj…"
"759","indonesian navy divers are recovering debris and human bodies from crashed sriwijayaairboeingsj …"
"760","rest in peace<U+0001F622><U+0001F64F> 
sriwijayaair sj"
"761","my thoughts and prayers go out to all passengers and crew on board sj sriwijayaair and to all families and friends <U+0001F64F><U+0001F3FB>

may…"
"762","sending deepest condolences with sympathy for the lost of sj sriwijaya air jakartapontianak 

lets sending prayers to…"
"763","breaking indonesian authorities confirm sriwijayaair flight sja boeingis missing after losing contact…"
"764","update on sjmore heartbreaking pictures coming in from the rescue operation of sriwijayaair flight
<U+0001F4F8>credits…"
"765","bodies and parts being found from the sriwijaya air flight sj that departed from jakarta indonesia 

sj sriwijayaair…"
"766","while im hoping for the best but i have to be realistic
this does not look good at all pkclc sj sriwijayaair …"
"767","this is a literal free fall fromft toft in a few second only i can’t imagine <U+0001F62D><U+0001F62D>
sending my deepest condolences…"
"768","there is a possibility of disorientation or human factors but i also cant say for sure when the disorientation s…"
"769","indonesian ministry of home affairs says families of victims of flight sj do not need to obtain a death certificate"
"770","rest in peace<U+0001F622><U+0001F64F> sriwijayaair sj"
"771","message me when you reach
have a safe flight
take care be safe 
goodnight
i love you
we never know it mayb…"
"772","only an explosive decompressionmidair collisionpilot suicide can only bring down sj in justseconds beca…"
"773","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"774","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"775","when the plane crashed it was believed to be directed to abasa but prior to reaching the lane it turned back wes…"
"776","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"777","the earlier track in the morning is the blue one it went from winar then arjuna and straight to the north east t…"
"778","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"779","divers retrieve crashed sriwijaya airs flight data recorder but the hunt for the cockpit voice recorder continues…"
"780","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"781","theory sj plane bound for pontianak was suspected of being about to change lanes and the pilot was disoriented…"
"782","dang so much going on la<U+0001F614><U+0001F614> gempamajene banjirkalsel sj"
"783","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"784","twplane crash 

i hope we can all have a moment to pray for all the passengers and crews of sj sriwijaya air jakart…"
"785","indonesian navy divers locate wreckage of sriwijaya air flight sj in the waters off jakarta coast …"
"786","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"787","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"788","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"789","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…"
"790","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"791","sriwijaya air flight sj which crashed into the sea off the coast of jakarta passed an airworthiness inspection l…"
"792","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"793","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things everything…"
"794","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"795","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"796","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"797","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"798","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"799","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"800","flight sj world offers condolences to heartbreaking indonesian airplane tragedy jakpost"
"801","twplane crash 

as we all know recently on the th of jan sriwijaya air with flight number sj lost contact four…"
"802","my heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

so much happened in this earlyeither its good or bad things…"
"803","sriwijaya air sj crash fact sheet

check out airnav radarboxs infographic below and view actual flight data via this l…"
"804","pageof 

covid 
sj 
longsorsumedang
prayforkalimantan 
gempamajene"
"805","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"806","sm just put a song on it<U+0001F92D><U+0001F92D>

sj"
"807","twplane crash 

as we all know recently on the th of jan sriwijaya air with flight number sj lost contac…"
"808","sriwijaya air which is in the spotlight this week operates some of the worlds oldest aircrafts indonesia…"
"809","a sriwijaya flight sj boeingpkclc is reported to have lost contact with atc between jakarta and pontiana…"
"810","basarnas tni polri and others will continue the search for flight sj today

there are several search operati…"
"811","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…"
"812","navy divers retrieve crashed sriwijaya airs flight data recorder but the hunt for the cockpit voice recorder conti…"
"813","a sriwijaya flight sj boeingpkclc is reported to have lost contact with atc between jakarta and pontiana…"
"814","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…"
"815","this week we dedicate our dhikr amp prayers to crew amp passengers of sj jobirth tadlipa philippino student w…"
"816","sriwijaya air flight sj that crashed into the sea off the coast of jakarta passed an airworthiness inspection la…"
"817","really said hold my beer to<U+0001F62D> prayforkalsel prayforsulbar sj syekhalijaberwafat"
"818","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…"
"819","off

sending our deepest condolences and prayers to the passengers crew and their families

let us take a moment to pr…"
"820","doomed indonesian flight pilot afwan zamzami apologised to his wife and three kids for leaving them that day…"
"821","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"822","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest aircrafts…"
"823","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…"
"824","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest planes indonesia sriw…"
"825","an upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew members…"
"826","sriwijaya air that crashed into the sea off the coast of jakarta passed an airworthiness inspection last month indonesia…"
"827","sriwijayaair sj crash follows years of safety reforms 

indonesia"
"828","appears cvr pinger ulb uld is detached from the cvr
notice they have recovered both pingers
while the pinger is attach…"
"829","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track starts t…"
"830","doomed indonesian flight pilot afwan zamzami apologised to his wife and three children for leaving them that dayindones…"
"831","such a tragedy 
now we face an agonizing wait for the accident investigators to find out what happened
avoid speculatio…"
"832","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"833","sriwijaya air that crashed into the sea off the coast of jakarta passed an airworthiness inspection last month…"
"834","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"835","an upset into unusual attitude with flight path dipping perilously downwards takes every bit of effort by all crew…"
"836","doomed indonesian flight pilot afwan zamzami apologised to his wife and three children for leaving them that day…"
"837","thats why have a safe flight have a safe ride take care of yourself have a good night or i love you means so muc…"
"838","what appears to be parts of cvr case sit behind thepingers
these do not appear to be part of the memory unit
the ping…"
"839","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"840","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the victims…"
"841","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track starts t…"
"842","prayfor sj
sriwijayaair"
"843","sriwijaya air flight sj which is in the spotlight this week operates some of the worlds oldest planes…"
"844","dunia sibuk dengan gucci x doraemon di indonesia sendiri sibuk dengan sj vaksin covid and famous people be…"
"845","encountering a major upset sj flight crew were aviating and had no time for comms

 seconds upset track s…"
"846","the crash of flight sj the countrys third major airline crash in just over six years places indonesias aviation…"
"847","the most heartbreaking picture from sj <U+0001F494>

sriwijayaair boeing indonesia planecrash avgeek aviation ripsj p…"
"848","the crash of flight sj the countrys third major airline crash in just over six years places indonesias aviat…"
"849","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"850","rest in peace kak mia <U+0001F64F><U+0001F940>
glad to know you safe flight to the heaven <U+2708>
sj"
"851","twplane crash

the hashtag party for the release of force will be cancelled to pay respect to the recent plane crash…"
"852","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"853","the wreckage of the flight sj has been located in the depths of the java sea
the bof sriwijaya air crashed ye…"
"854","prayfor sj
sriwijayaair"
"855","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…"
"856","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…"
"857","rest in peace people in sj i found outfamily grandfathers brother was in this plane i feel very guilty…"
"858","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"859","sriwijaya air aircraft that crashed into the sea off the coast of jakarta passed an airworthiness inspection last m…"
"860","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>"
"861","i definitely feel so sad i have never seen something like that before theres nothing which can express my feelings im ter…"
"862","ive just heard about the news of sriwijaya flight sj and am thinking of all the passengers and crew who were on board as w…"
"863","wait what were the weather conditions when sj departed dont tell me"
"864","we are saddened by the loss of lives from sriwijaya air flight sj our deepest condolences go to the family and friends of th…"
"865","indonesian flight pilot afwan zamzami apologised to his wife and three kids for leaving them that dayindonesia…"
"866","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>"
"867","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"868","sriwijaya air which is in the spotlight this week operates some of the worlds oldest planes indonesia…"
"869","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"870","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"871","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"872","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"873","<U+0001F940>pray for sj<U+0001F940>

i do believe
that some people 
sense when they’re going to die

however
im sure that there mus…"
"874","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"875","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the victims…"
"876","doomed indonesian flight pilot afwan zamzami apologised to his three children for leaving them that dayindonesia…"
"877","sj search update"
"878","from 
the one guy thats happy for corona
a passenger booked onto the crashed flight repo…"
"879","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…"
"880","theyear oldsj lost more thanfeet of altitude in less than a minute after departure from jak…"
"881","theyear oldsj lost more thanfeet of altitude in less than a minute after departure f…"
"882","sriwijayaair sj crash follows years of safety reforms 

indonesia"
"883","flight simulator sj"
"884","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"885","this one made me feeling bad <U+0001F622>
remaining of a little kid onboard found by rescuers 
sriwijayaairsj sriwijaya sjy sj…"
"886","bodies and parts being found from the sriwijaya air flight sj that departed from jakarta indonesia 

sj sriwijayaair…"
"887","guys lets pray for the victims to go in peace and their families who are left behind hopefully they will be given coura…"
"888","send my deepest condolences to all the victims and their families <U+0001F614><U+0001F64F><U+0001F3FB><U+2728>
pray for sriwijaya air <U+0001F64F><U+0001F3FB>
rest in peace in the…"
"889","mta search team has recovered one of the two black boxes from the indonesian plane that crashed into the java sea…"
"890","my deepest condolences to every passenger and crew who broad sj today
this was taken back onduring my vacation to yo…"
"891","divers have identified parts of the boeingwreckage of sriwijaya air flight sj

sriwijayaair indonesia sjy…"
"892","sending prayers to everyone on board sj as well as their friends families amp anyone affected <U+0001F64F>"
"893","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…"
"894","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"895","recovered black box from sriwijaya air flight sj identified as the flight data recorder analysis is expected to tak…"
"896","breaking <U+26A0><U+FE0F> black boxes of sriwijaya air sj boeinghave been located"
"897","indonesian divers have found sriwijaya air boeingwreckage at a depth ofmetersfeet in java sea sj htt…"
"898","earlier today divers recovered the flight data recorder from sj and transferred it to investigators for read out w…"
"899","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…"
"900","body parts have arrived at jakarta’s harbour suspected to be related to the missing sriwijaya airline sj …"
"901","cctv captures pushback of sriwijaya air flight sj moments before disappearing from radarht…"
"902","twplane crash

sending our deepest condolences to the families and loved ones of the passengers pilots and crew of sj…"
"903","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be your last goodbye

d…"
"904","i am deeply saddened by the loss of lives in sriwijaya air flight sj my prayers are with families of all those pa…"
"905","praying for sj that took off from jakarta indonesia earlier may the almighty grant safety to one and all aameen
bo…"
"906","pray for sj sending our deepest condolences to the families and loved ones of the passengerspilot and loved ones of…"
"907","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…"
"908","twplane crash

lets have a moment to send our prayers to all the crews and passengers for the lost of sriwijaya air…"
"909","heartbreaking news

<U+0001F64F><U+0001F54A><U+FE0F> sending all my prayers to those affected by this tragedy
to the pilot all passengers the cr…"
"910","thats why

have a safe flight 
take care
i love you
see you soon

means so much
it could be our last goodbye…"
"911","sriwijaya sjjakarta
jan
lost height and impacted java sea

jan <U+0001F447>"
"912","update on sriwijayaair sj 

 flight data recorder recovered 
 search for cockpit voice recorder still ongoing 
…"
"913","praying for boeingsj <U+0001F940><U+0001F940><U+0001F940>"
"914","indonesia’s struggle to identify the sriwijaya plane crash dead 
breakingnews
asiapacific 
southeastasia…"
"915","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"916","that jacket <U+0001F494><U+0001F62D> sriwijayaair sj"
"917","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"918","we allbrightvc would like to express our deepest condolences to all those who have lost loved one’s by the tragedy of sri…"
"919","the retrieval of sj flight data recorder ‘black box’ from java sea gives hope of an explanation to grieving indon…"
"920","rescue teams resumed amid adverse weather conditions the search for one of the black boxes and the remains of the…"
"921","the captain 


sjsriwijayaair 
sriwijayaair 
sj"
"922","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"923","our deepest condolences to the families of the sriwijaya air flight sj passengers may allah swt grant them strength and…"
"924","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"925","our deepest condolences to the crew and passengers of sriwijayaair sj <U+0001F49C><U+0001F62D> our thoughts and prayers are with the fam…"
"926","i dont know what i feel in this beginning of the year sj crashed flooding in kalsel and now syekh ali jaber im cr…"
"927","thank you for caring about the country of indonesia but i suggest to you honorableif you dont know just keep…"
