"","x"
"429","hey 2021 be nice year for us please<U+0001F64F>

#PrayforKalSel #PrayforSumedang #PrayForSulBar #SJ182 #PrayforIndonesia"
"430","Stay safe and take care Indonesia Kamchai's , all of us pray the best for you  . All the family of passengers… https://t.co/JWXS95VW28"
"431","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"432","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"433","RT @hyewontology: 1. TW // Plane crash 

As we all know recently on the 9th of Jan Sriwijaya Air with flight number SJ182 lost contact four…"
"434","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"435","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"436","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"437","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"438","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"439","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"440","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"441","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"442","RT @ReutersGraphics: Here's everything you need to know about the underwater recovery operations for flight #SJ182 in the Java Sea https://…"
"443","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"444","RT @ReutersGraphics: Here's everything you need to know about the underwater recovery operations for flight #SJ182 in the Java Sea https://…"
"445","RT @ArmWC_INA: Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earthquake in…"
"446","Sending our prayers to the passengers and families of #SJ182, everyone affected by the landslide in Sumedang, earth… https://t.co/wK1NDsDM96"
"447","RT @11DriafranstI: <U+0001F940>..Pray for SJ182..<U+0001F940>

I do believe,
that some people 
sense when they’re going to die.

However,
I'm sure that there mus…"
"448","RT @ReutersGraphics: Here's everything you need to know about the underwater recovery operations for flight #SJ182 in the Java Sea https://…"
"449","RT @Allbrightvc: We, AllBrightvc would like to express our deepest condolences to all those who have lost loved one’s by the tragedy of Sri…"
"450","Here's everything you need to know about the underwater recovery operations for flight #SJ182 in the Java Sea https://t.co/B7YQceSui2"
"451","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"452","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"453","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"454","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"455","Hi guys! How r u??
Firstly I’d love to say my deep condolences for all of the victims <U+0001F940>
.
It's early 2021, dunno wh… https://t.co/mPW0nxqU22"
"456","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"457","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"458","RT @Allbrightvc: We, AllBrightvc would like to express our deepest condolences to all those who have lost loved one’s by the tragedy of Sri…"
"459","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"460","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"461","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"462","Sends a lot of prays to my country.. I know it’s hard, sad and devastating but we have to keep strong and keep sane… https://t.co/MbJ1gsBJlt"
"463","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"464","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"465","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"466","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"467","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"468","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"469","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"470","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"471","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"472","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"473","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"474","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"475","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"476","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"477","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"478","RT @flightradar24: <U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away from lo…"
"479","<U+0001F195> AvTalk Ep. 102 — We discuss the crash of #SJ182, COVID’s continuing impacts on aviation, Norwegian’s move away fr… https://t.co/lsSgIV3DOv"
"480","RT @breakingavnews: Recovered black box from Sriwijaya Air flight SJ182 identified as the flight data recorder. Analysis is expected to tak…"
"481","RT @valenciacf_en: Our heart goes out to all the passengers and crew of #SJ182 as well as their respective families and friends. Our deepes…"
"482","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"483","just 2 weeks into 2021 yet it's been bad so far. we're stuck in (what seems like) a neverending pandemic, covid cas… https://t.co/GrtmpigNjq"
"484","RT @mochipjm7: Page 15 of 365

Co19 still in high case (882.418 case, +12.818today), plane crash #SJ182, lost big ulama Syekh Ali Jaber, hu…"
"485","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"486","Page 15 of 365

Co19 still in high case (882.418 case, +12.818today), plane crash #SJ182, lost big ulama Syekh Ali… https://t.co/LYD9XELXjO"
"487","RT @MlKASACKERMAN: tw // plane crash

hello so this is the donation link that I just found to help the victims and those who are affected b…"
"488","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"489","Full on youtube: https://t.co/e9uQAbSRxx
#noahband  #sahabatnoah  #ArielNoah #treasure #icon #blankpink #BTSARMY… https://t.co/cgMGKAvQbM"
"490","RT @aghniaadzkia: Theory: #SJ182 plane bound for Pontianak was suspected of being about to change lanes and the pilot was disoriented while…"
"491","@Satcom_Guru @RunwayGirl Let's hope the CVR sheds me light on what sent these poor people to their deaths on board flight SJ182."
"492","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"493","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"494","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"495","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"496","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"497","RT @latteindaeyo: SJ182 dan bencana indonesia
Sumedang: longsor
Kalsel: banjir
Majene: gempa
Meglang: erupsi merapi

Get well soon earth, g…"
"498","RT @ReutersGraphics: Breaking down what happened to Sriwijaya Air flight #SJ182. Four minutes after takeoff catastrophe struck
https://t.co…"
"499","#Indonesia finds casing of crashed #SriwijayaAir jet's cockpit recorder https://t.co/wXHXjpZZE9 #SJ182"
"500","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"501","#Sriwijaya #SJ182 @ #Jakarta
JAN/9/2021
-Lost height and impacted Java Sea-

CVR Memory Storage Box Found by the SA… https://t.co/c0WFs5rlxX"
"502","RT @yeoternal: tw // plane crash 

for anyone that doesnt know a plane crashed in indonesia. plane #SJ182. my deepest condolences to everyo…"
"503","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"504","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"505","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"506","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"507","RT @neoexpo: Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir #duka2021 https…"
"508","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"509","RT @neoexpo: Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir #duka2021 https…"
"510","RT @neoexpo: Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir #duka2021 https…"
"511","RT @ReutersGraphics: Breaking down what happened to Sriwijaya Air flight #SJ182. Four minutes after takeoff catastrophe struck
https://t.co…"
"512","RT @neoexpo: Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir #duka2021 https…"
"513","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"514","RT @neoexpo: Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir #duka2021 https…"
"515","RT @hyewontology: 1. TW // Plane crash 

As we all know recently on the 9th of Jan Sriwijaya Air with flight number SJ182 lost contact four…"
"516","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"517","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"518","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"519","RT @flightradar24: Sriwijaya Air flight #SJ182 lost more than 10.000 feet of altitude in less than one minute, about 4 minutes after depart…"
"520","RT @flightradar24: Sriwijaya Air flight #SJ182 lost more than 10.000 feet of altitude in less than one minute, about 4 minutes after depart…"
"521","RT @breakingavnews: CCTV captures pushback of Sriwijaya Air flight SJ182 moments before disappearing from radar. https://t.co/v2g1CHe2hw ht…"
"522","RT @wwinvv: tw // plane crash

thread about what’s happening with tragedy #SJ182 cuz most of my tl arent aware of this. https://t.co/Nzaoj6…"
"523","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"524","RT @ist1slam: Another angles #SJ182 #SJY182 #PrayForSriwijayaAir #PrayForSJ182 https://t.co/UCYHmZZIVt"
"525","RT @Jatosint: 14/1/2021

CN 235-220 MPA from Indonesian Navy #TNIAL 800th Squadron flying low near KRI Semarang (594) to help #SJ182 SAR mi…"
"526","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"527","<U+0001F1EE><U+0001F1E9> FLIGHT SJ182 <U+0001F1EE><U+0001F1E9>
2021-01-15
Black Box data downloaded.
https://t.co/87nqwiW6ek
<U+0001F4E2> RT #SriwijayaAir #BlackBox"
"528","RT @SHIPUGFX1: I will editing your product photo 
https://t.co/omjmJSdPEi

#Amazon #eBaySeller #PhotoshopEditing #BillsMafia #1984IsHere #B…"
"529","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"530","A pair of pictures have been shared hundreds of times alongside a claim that they show a baby who survived flight… https://t.co/JkIof0utTf"
"531","Indonesian officials have successfully downloaded data from the flight-data recorder (FDR) of the Sriwijaya Air Boe… https://t.co/TRTNUGl09s"
"532","To all my Indonesian moots, please stay safe. I know y'all are strong. Everything will be fine. My thoughts and pra… https://t.co/eElmkYPbZu"
"533","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"534","RT @Satcom_Guru: National Transportation Safety Committee (KNKT)
#SJ182
Data recorder read out
330 parameters, all are in good condition.…"
"535","I know this is so hard. But trust with the Almighty, we can through everything. This is just the beginning, we are… https://t.co/OUjzu4xoC8"
"536","Deep condolence for SJ182, Majene, every disaster in this world. All belong to its destiny."
"537","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"538","Sriwijaya Air Crash; Transportation Ministry Inspects All Boeing 737 Aircraft 
#BreakingNews
#AsiaPacific… https://t.co/zzJWXhVv3I"
"539","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"540","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"541","SJ182 dan bencana indonesia
Sumedang: longsor
Kalsel: banjir
Majene: gempa
Meglang: erupsi merapi

Get well soon ea… https://t.co/ZcAdt13uKD"
"542","RT @bennett_holiday: I am deeply saddened by the loss of lives in Sriwijaya Air flight #SJ182. My prayers are with families of all those pa…"
"543","Our deepest condolences to all passengers, pilots and cabin crew of #SriwijayaAirSJ182 
.
#SJ182 #SriwijayaAir… https://t.co/clcvjPBFvH"
"544","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"545","Hard opening for indonesia this year :

1. #COVID19 still uncontrolled
2. #SJ182 accident
3. #vaccinationCovid gimm… https://t.co/24r2N87ert"
"546","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"547","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"548","#Sriwijaya #SJ182 @ #Jakarta
JAN/9/2021
-Lost height and impacted Java Sea-

JAN/15/2021: The #KNKT reported that t… https://t.co/B28DftG8CW"
"549","RT @jakpost: Flight SJ182: World offers condolences to heartbreaking Indonesian airplane tragedy #jakpost https://t.co/lYpdmWdUTa"
"550","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"551","RT @prathampy: The most heartbreaking picture from #SJ182 <U+0001F494>

#SriwijayaAir #Boeing737 #Indonesia #planecrash #AvGeek #aviation #RIPSJ182 #P…"
"552","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"553","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"554","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"555","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"556","RT @empathyoonoh: sending my prayers and deepest condolences to everyone that lost their loved ones. 

may their soul rest in peace.
#SJ182…"
"557","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"558","night on duty #SJ182 https://t.co/28BRUtiaQA"
"559","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"560","RT @MuslimPro: Our deepest condolences to the families of the Sriwijaya Air flight SJ182 passengers. May Allah SWT grant them strength and…"
"561","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"562","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"563","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"564","RT @meeniikk: That's why ""have a safe flight"", ""have a safe ride"", ""take care of yourself"", ""have a good night or ""i love you"" means so muc…"
"565","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"566","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"567","RT @EXOPublicity: In other news: Indonesia’s Transportation Ministry had lost contact with Sriwijaya Air Flight 182. Sending our thoughts a…"
"568","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"569","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"570","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"571","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"572","RT @GavrilaFairuz: Y'all guys stop making a joke about #SJ182 #SJY182 please. It's not fucking funny bruh. Be respect the few who lost thei…"
"573","I'm very sadness for #Indonesia bad2x situations also my hometown known as well. Last saturday ago that indonesian… https://t.co/Hm3maSVNB9"
"574","RT @ethereal_svt: tw // plane crash

let's have a moment to send our prayers to all the crews and passengers for the lost of Sriwijaya Air.…"
"575","RT @Satcom_Guru: What appears to be parts of CVR case sit behind the 2 pingers.
These DO NOT appear to be part of the memory unit.
The ping…"
"576","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"577","RT @meeniikk: That's why ""have a safe flight"", ""have a safe ride"", ""take care of yourself"", ""have a good night or ""i love you"" means so muc…"
"578","My prayer to kalsel, sj182 n majene <U+0001F64F><U+0001F64F><U+0001F64F>"
"579","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"580","RT @taebokkiii: Just heard the news about the tragedy of sriwijaya flight #SJ182 and i would like to send my deepest condolences and prayer…"
"581","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"582","RT @IRKhanINC: In lights of what happened to Sriwijaya Air #SJ182 today. I offer my deepest condolences to the families who lost their love…"
"583","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"584","#Sriwijaya #SJ182 @ #Jakarta
JAN/9/2021
-Lost height and impacted Java Sea-

JAN/15/2021: ""Indonesian divers have f… https://t.co/887C1PWrA1"
"585","Very interesting case...
#SJ182 #aviation #aircraft #avgeek https://t.co/ACrIA4aYoR"
"586","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"587","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"588","RT @RenniAnggun: Page 15 of 365

#COVID19 
#SJ182 
#longsorsumedang
#prayforkalimantan 
#gempamajene https://t.co/yNFaH5O0bI"
"589","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"590","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"591","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"592","An Indonesian Military CN-235 aircraft is seen during the search and rescue operation for the Sriwijaya Air flight… https://t.co/9gx8jnYIVf"
"593","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"594","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"595","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"596","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"597","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"598","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"599","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"600","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"601","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"602","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"603","be safe everyone
pray for Indonesia! 

I hope ina stan twits refrain themselves for trending kpop HT… https://t.co/AGKadJhlBK"
"604","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"605","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"606","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"607","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"608","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"609","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"610","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"611","RT @SpeedBird_NCL: Indonesia expands effort to recover crashed plane, victims:
https://t.co/mrluA2KvVd
#Aviation #Aircraft #Airline #SJ182…"
"612","Indonesia expands effort to recover crashed plane, victims:
https://t.co/mrluA2KvVd
#Aviation #Aircraft #Airline… https://t.co/Fsm9zDDSOn"
"613","RT @hyewontology: 1. TW // Plane crash 

As we all know recently on the 9th of Jan Sriwijaya Air with flight number SJ182 lost contact four…"
"614","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"615","RT @EXOPublicity: In other news: Indonesia’s Transportation Ministry had lost contact with Sriwijaya Air Flight 182. Sending our thoughts a…"
"616","RT @hanlovessyae: TW // PLANE CRASH

this is a literal free fall from 10,000 ft to 25 ft. oomfs and non oomfs please stop tweeting about kp…"
"617","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"618","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"619","RT @itskaytobeyou: That jacket! <U+0001F494><U+0001F62D> #SriwijayaAir #SJ182 https://t.co/qVTJTWLcJX"
"620","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"621","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"622","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"623","RT @GerryS: BREAKING: #Sriwijaya #SJ182 Cockpit Voice Recorder components found, but memory storage module is still missing. Let's hope it…"
"624","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
"625","RT @glizty: My heart grieves and hurts for my country <U+0001F1F2><U+0001F1E8> <U+0001F494>

So much happened in this early 2021, either it's good or bad things. Everything…"
